Data Details,,,,,,,,,Levels of Location Strata,Levels of Business Sector Strata,ISIC Rev. 3.1 (http://unstats.un.org/unsd/cr/registry/regcst.asp?Cl=17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,Construction,,,,,"Wholesale and retail trade; repair of motor vehicles, motocyles and personal and household goods",,,,,,Hotels and restaurants,,,"Transport, storage and communications",,"Professional, scientific and technical activities",,,,,,,Others,,Additional
Namibia,2006,2005,2002,2,6/2006 - 6/2006,Global,AFR,329,"Walvis Bay (67), Windhoek (262)","Food (19), Garments (5), Other Manufacturing (82), Other Services (113), Retail (110)",19,0,0,4,5,1,5,2,6,0,4,0,6,9,1,15,0,0,4,4,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
Namibia,2014,2013,2011,3,4/2014 -  2/2015,Global,AFR,580,"Oshakati/ Ondangwa/ Ongwediva (136), Walvis Bay/ Swakopmund (165), Windhoek/ Okahandja (279)","Manufacturing (181), Other Services (212), Retail (187)",29,0,0,5,11,4,10,4,7,2,6,0,6,20,7,11,1,4,6,6,4,34,4,0,0,90,0,41,11,186,10,2,0,12,2,30,0,6,0,0,0,0,0,0,0,0,0,0,0,9
Namibia,2024,2023/2024/2025,2021/2022/2023,2,7/2024-3/2025,Global,AFR,307,"Khomas (165), Rest of the Country (142)","Manufacturing (73), Other Services (141), Retail (93)",11,0,0,2,3,0,3,1,8,0,4,0,5,11,4,2,1,1,0,5,0,9,2,1,16,3,6,28,30,93,6,1,0,0,1,13,15,1,2,1,3,1,5,0,0,0,0,5,4,0
Nepal,2009,2007/2008,2005/2006,3,3/2009 - 6/2009,Global,SAR,368,"Central (270), East (32), West (66)","Manufacturing (138), Other Services (121), Retail (109)",24,0,1,11,9,1,10,2,9,0,8,0,16,7,17,9,0,3,1,0,1,8,0,0,0,0,0,8,11,109,0,0,0,29,2,66,0,5,0,0,0,0,0,0,0,0,0,0,0,1
Nepal,2013,2012,2010,3,2/2013 - 6/2013,Global,SAR,482,"Central (340), East (50), West (92)","Manufacturing (242), Other Services (128), Retail (112)",41,0,4,17,19,6,13,3,10,0,10,0,27,7,20,18,0,8,10,0,0,28,1,0,0,0,0,19,14,112,1,0,0,22,2,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,2023,2022,2020,3,05/2023 - 08/2023,Global,SAR,582,"Central (288), East (119), West (175)","Hotels (113), Manufacturing (215), Other Services (167), Retail (87)",52,7,3,11,7,7,11,5,3,1,9,6,17,13,13,24,1,7,5,1,0,9,2,1,1,1,0,47,32,87,0,0,0,4,2,113,55,5,5,0,0,0,0,0,1,1,0,13,0,0
Netherlands,2020,2019,2017,4,11/2019 - 2/2021,Global,ECA,808,"East Netherlands (220), North Netherlands (137), South Netherlands (202), West Netherlands (249)","Fabricated Metal Products (62), Food (79), Machinery & Equipment (63), Other Manufacturing (143), Other Services (324), Retail (137)",79,0,0,6,0,1,21,2,14,1,10,0,17,9,1,62,1,18,63,3,14,11,13,1,0,27,0,21,148,137,20,6,2,16,4,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2023,2022/2023,2020/2021,3,5/2023 - 11/2023,Global,EAP,358,"Auckland (125), Rest of North Island (133), South Island (100)","Food (21), Hotels (21), Other Manufacturing (74), Other Services (196), Retail (46)",21,3,0,0,2,0,4,1,3,0,4,1,8,3,4,12,0,5,8,5,4,2,3,2,23,11,43,19,29,46,5,0,0,1,0,21,7,0,0,3,16,4,13,0,4,15,1,0,2,0
Nicaragua,2006,2005,2002,2,,Global,LAC,478,"Managua (240), Resto del pais (238)","Chemicals & Chemical Products (30), Food (91), Garments (21), Non-Metallic Mineral Products (53), Rest of Universe (240), Retail (43)",117,0,0,22,25,11,36,1,5,0,39,0,11,63,10,47,0,2,5,4,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Nicaragua,2010,2009,2007,2,7/2010 - 5/2011,Global,LAC,336,"Managua (194), Rest of the country (142)","Manufacturing (145), Other Services (127), Retail (64)",33,0,7,1,6,8,5,4,16,0,12,0,9,15,3,6,0,0,4,0,0,15,1,0,0,12,0,14,55,64,5,1,0,6,0,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,2016,2016,2014,4,10/2016 - 06/2017,Global,LAC,333,"East (58), Managua (218), North (28), West (29)","Manufacturing (110), Other Services (155), Retail (68)",30,0,6,2,6,8,6,1,16,0,7,0,4,5,1,1,0,0,4,1,0,12,0,0,0,13,0,22,57,68,5,0,0,11,6,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Niger,2009,2008,2006,2,5/2009 - 10/2009,Global,AFR,150,"Maradi (15), Niamey (135)","Manufacturing (62), Services (88)",12,0,0,4,6,1,1,1,14,0,3,0,2,1,0,3,0,0,2,0,1,10,1,0,0,2,0,2,36,21,5,0,0,0,1,15,0,2,0,0,0,0,0,0,0,0,0,0,0,4
Niger,2017,2016,2014,2,04/2017 - 06/2017,Global,AFR,151,"Maradi (25), Niamey (126)","Manufacturing (41), Services (110)",18,0,0,1,4,0,0,0,8,0,2,0,0,0,2,1,0,0,0,0,0,5,0,0,0,7,0,13,40,18,9,0,1,4,2,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,2007,2006,2003,11,1/2007 - 12/2007,Global,AFR,1891,"Abia (149), Abuja (139), Anambra (141), Bauchi (104), Cross river (171), Enugu (172), Kaduna (185), Kano (192), Lagos (340), Ogun (207), Sokoto (91)","Food (302), Garments (223), Other Manufacturing (423), Other Services (548), Retail (395)",302,0,0,14,223,21,8,7,13,0,35,0,18,52,30,63,8,3,7,2,1,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943
Nigeria,2014,2013,2011,19,4/2014 -  2/2015,Global,AFR,2676,"Abia (124), Abuja (151), Anambra (149), Cross River (136), Enugu (124), Gombe (126), Jigawa (123), Kaduna (138), Kano (200), Katsina (125), Kebbi (133), Kwara (124), Lagos (282), Nasarawa (130), Niger (124), Ogun (130), Oyo (119), Sokoto (115), Zamfara (123)","Fabricated Metal Products (127), Food (183), Furniture (147), Garments (130), Hotels & Restaurants (122), Manufacturing Panel (321), Non-Metallic Mineral Products (149), Other Manufacturing (232), Other Services (67), Other Services Panel (228), Printing & Publishing (138), Retail (218), Retail Panel (234), Services of Motor Vehicles (167), Transport (95), Wholesale (118)",272,0,2,47,164,28,57,7,164,14,39,0,26,182,42,152,3,9,21,0,2,191,5,0,0,52,0,180,153,451,102,1,4,13,4,247,0,41,0,0,0,0,0,0,0,0,0,0,0,1
North Macedonia,2002,2001,1998/1999,1,,Not Global,,114,North Macedonia (114),"Manufacturing (40), Services (74)",9,0,0,5,3,1,2,0,2,0,1,0,0,1,3,2,0,3,3,1,0,4,0,0,0,12,0,3,16,19,8,0,0,0,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2005,2004,2002,5,,Not Global,,142,"Centre (16), East (14), Skopje (81), South (22), West (9)","Manufacturing (51), Services (91)",14,0,0,1,6,3,2,0,1,0,4,0,0,4,2,6,0,0,1,2,0,4,0,1,0,11,0,1,28,26,8,1,0,2,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2009,2007,2004,4,9/2008 - 1/2009,Global,ECA,366,"Eastern Macedonia (97), North-West & West Macedonia (46), Skopje (153), South Macedonia (70)","Manufacturing (129), Other Services (144), Retail (93)",34,0,0,10,26,5,4,2,5,0,2,0,3,3,6,10,1,4,2,1,0,7,1,0,0,41,0,5,41,91,22,1,1,3,2,18,0,4,0,0,0,0,0,0,0,0,0,0,0,11
North Macedonia,2013,2011,2009,4,11/2012 - 5/2013,Global,ECA,360,"Eastern Macedonia (83), North-West & West Macedonia (80), Skopje (132), South Macedonia (65)","Manufacturing (125), Other Services (137), Retail (98)",32,0,0,5,13,9,8,2,10,0,2,0,6,1,1,17,1,3,4,1,0,6,3,1,0,34,0,12,40,98,7,0,0,4,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2019,2018,2016,3,12/2018 - 10/2019,Global,ECA,360,"Eastern Macedonia (123), Skopje (121), Western Macedonia (116)","Manufacturing (133), Other Services (115), Retail (112)",36,0,0,8,31,8,5,4,3,1,2,0,8,2,1,6,0,2,5,3,1,6,0,1,0,30,0,15,17,112,14,0,0,0,2,32,0,5,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2023,2022/2023,2020/2021,3,04/2023 - 12/2023,Global,ECA,354,"Eastern Macedonia (122), Skopje (109), Western Macedonia (123)","Manufacturing (120), Other Services (136), Retail (98)",25,11,1,4,21,2,1,5,2,0,0,0,4,7,2,15,3,2,4,4,0,6,0,1,10,5,14,7,42,98,24,0,0,1,0,3,15,0,0,5,3,0,4,0,0,2,0,0,1,0
Pakistan,2007,2005/2006,2002/2003,4,9/2006 - 6/2007,Global,SAR,935,"Balochistan (73), Peshawar (69), Punjab (517), Sindh (276)","Chemicals & Chemical Products (23), Food (149), Leather Products (14), Machinery & Equipment & Electronics (54), Other Manufacturing (331), Services (151), Textiles & Garments (213)",150,0,0,209,0,44,26,35,0,1,59,0,26,33,84,11,0,0,43,1,21,41,0,0,0,0,0,0,30,59,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,2013,2011/2012,2009/2010,5,5/2013 -  5/2015,Global,SAR,1247,"Balochistan (61), Islamabad (91), Khyber-Pakhtunkhwa (212), Punjab (668), Sindh (215)","Chemicals & Chemical Products (111), Food (233), Garments (86), Motor Vehicles & Transport Equip. (29), Non-Metallic Mineral Products (141), Other Manufacturing (319), Other Services (123), Retail (38), Textiles (167)",233,0,2,167,86,43,16,23,13,5,111,0,40,141,44,35,3,18,35,24,5,18,23,1,0,10,0,22,6,38,4,2,1,10,4,49,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,2022,2021/2022,2019/2020,5,05/2022 - 12/2022,Global,SAR,1300,"Balochistan (153), Islamabad (149), Khyber-Pakhtunkhwa (181), Punjab (562), Sindh (255)","Chemicals & Chemical Products (93), Food (120), Garments (129), Hotels & Restaurants (137), Motor Vehicles & Transport Equip. (77), Non-Metallic Mineral Products (130), Other Manufacturing (205), Other Services (133), Retail (181), Textiles (95)",120,2,2,95,129,16,1,11,9,0,93,25,22,130,21,20,5,18,13,48,29,21,18,1,22,7,0,43,38,181,3,0,0,6,3,48,89,1,0,6,0,0,0,0,0,0,0,3,1,0
Panama,2006,2005,2002,2,4/2006 - 8/2006,Global,LAC,604,"Colon (64), Panama City (540)","Chemicals, Non-Metallic Mineral, Plastics & Rubber (43), Food (75), Rest of Universe (327), Retail (119), Textiles, Garments, Leather & Paper (40)",75,0,0,4,15,4,4,12,26,0,13,0,16,13,2,20,0,2,6,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
Panama,2010,2009,2007,2,7/2010 - 5/2011,Global,LAC,365,"Panama City (258), Rest of the country (107)","Manufacturing (119), Other Services (122), Retail (124)",54,0,0,3,6,0,0,5,4,0,4,0,7,10,2,11,0,1,4,0,0,7,1,0,0,13,0,10,62,124,9,0,1,2,1,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,2015,2014/2015,2012/2013,2,08/2015 - 06/2016,Global,EAP,65,"Lae (49), Port Moresby (16)","Manufacturing (27), Services (38)",5,0,0,1,1,0,1,0,3,0,2,0,3,2,1,5,0,2,1,0,0,0,0,0,0,2,0,3,8,13,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,2024,2023/2024/2025,2021/2022/2023,2,09/2024-03/2025 ,Global,EAP,145,"LAE (38), POM (107)","Manufacturing (31), Services (114)",6,1,0,0,4,1,0,2,2,0,2,0,1,3,1,3,0,0,0,0,0,3,0,2,0,2,0,12,12,24,3,1,1,1,0,18,11,1,1,1,0,2,3,1,0,10,0,5,5,0
Paraguay,2006,2005,2002,2,3/2006 - 10/2006,Global,LAC,613,"Asuncion (342), Central (271)","Chemicals, Non-Metallic Mineral, Plastics & Rubber (115), Food (96), Garments (51), Rest of Universe (224), Retail (127)",96,0,0,9,51,4,15,9,34,0,63,0,30,22,6,17,0,6,4,2,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
Paraguay,2010,2009,2007,2,4/2010 -  4/2011,Global,LAC,361,"Asuncion (191), Central (170)","Manufacturing (170), Other Services (148), Retail (43)",48,0,0,6,7,4,8,2,13,2,24,0,10,13,9,6,1,3,1,0,1,8,4,0,0,20,0,18,42,43,36,1,1,3,2,6,0,17,0,0,0,0,0,0,0,0,0,0,0,2
Paraguay,2017,2016,2014,2,02/2017 - 08/2017,Global,LAC,364,"Asuncion (196), Central (168)","Manufacturing (117), Other Services (155), Retail (92)",37,0,0,2,7,2,1,6,13,0,13,0,9,4,2,7,0,1,4,3,1,5,0,0,0,26,0,29,69,92,6,1,0,9,6,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,2023,2022/2023,2020/2021,3,06/2023 - 02/2024,Global,LAC,378,"Asuncion (129), Central (107), Others (142)","Manufacturing (107), Other Services (184), Retail (87)",26,2,0,1,2,1,7,1,12,0,4,6,2,7,7,9,2,1,3,1,0,9,2,2,8,15,8,27,84,87,6,0,0,5,0,6,6,2,2,2,1,5,2,0,1,0,0,1,3,0
Peru,2006,2005,2002,3,4/2006 - 10/2006,Global,LAC,632,"Arequipa (98), Chiclayo (37), Lima (497)","Chemicals & Chemical Products (82), Food (122), Garments (118), Rest of Universe (187), Retail (123)",122,0,0,37,118,0,0,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
Peru,2010,2009,2007,4,4/2010 -  4/2011,Global,LAC,1000,"Arequipa (127), Chiclayo (78), Lima (707), Trujillo (88)","Basic Metals/Fabricated Metals/Machinery & Equip. (163), Chemicals, Plastics & Rubber (153), Food (162), Other Manufacturing (117), Other Services (136), Retail (104), Textiles & Garments (165)",162,0,0,52,113,23,1,9,25,0,111,0,42,20,13,125,0,14,25,7,1,14,3,0,0,2,0,11,59,104,26,0,0,4,3,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2017,2016,2014,5,3/2017-3/2018,Global,LAC,1003,"Arequipa (166), Chiclayo (116), Lima (542), Piura (41), Trujillo (138)","Food (165), Other Manufacturing (240), Other Services (319), Retail (133), Textiles & Garments (146)",165,0,0,50,96,14,6,5,19,0,43,0,31,10,3,55,0,8,13,12,3,14,4,0,0,29,0,46,135,133,53,0,0,5,4,42,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2023,2021/2022,2019/2020,5,08/2022-08/2023,Global,LAC,987,"Arequipa (176), Chiclayo (112), Lima (436), Piura (108), Trujillo (155)","Food (111), Garments (72), Hotels (81), Other Manufacturing (228), Other Services (300), Retail (156), Textiles (39)",111,10,0,39,72,11,8,6,7,1,22,6,23,17,3,57,4,10,16,4,1,6,6,10,24,15,8,27,100,156,60,0,0,13,1,81,41,1,4,5,0,0,0,0,0,0,0,1,0,0
Philippines,2009,2008,2006,5,5/2009 - 12/2009,Global,EAP,1326,"Calabarazon (261), Central Luzon (110), Manila (59), Metro Cebu (151), NCR Excluding Manila (745)","Chemicals & Chemical Products (131), Electronics (139), Food (137), Garments (130), Non-Metallic Mineral Products (109), Other Manufacturing (172), Other Services (170), Retail (170), Rubber & Plastics Products (168)",137,0,1,17,130,6,13,10,17,1,131,0,168,109,7,20,32,107,7,12,5,41,12,1,0,25,0,26,27,170,8,3,1,16,1,46,0,17,0,0,0,0,0,0,0,0,0,0,0,2
Philippines,2015,2013/2014/2015,2011/2012/2013,5,11/2014 - 05/2016,Global,EAP,1335,"Calabarzon (227), Central Luzon (256), Metro Cebu (201), Metro Manila (194), Ncr Excluding Manila (457)","Chemicals & Chemical Products (149), Electronics (122), Fabricated Metal Products (154), Food (159), Garments (151), Other Manufacturing (141), Other Services (152), Retail (146), Rubber & Plastics Products (161)",159,0,1,5,151,5,5,7,22,1,149,0,161,28,10,154,7,122,22,4,2,15,7,0,0,21,0,12,26,146,17,2,1,18,2,43,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2023,2022/2024,2020/2022,5,04/2023 - 02/2024,Global,EAP,1002,"Calabarzon and Bicol (236), Cebu and Central Eastern (189), Central Luzon and Northern (170), Davao and Southern (179), National Capital Region (228)","Fabricated Metal Products (87), Food (109), Hotels (110), Other Manufacturing (234), Other Services (228), Professional Activities (94), Retail (140)",109,10,4,5,26,5,6,8,25,2,14,4,26,12,9,87,13,9,16,3,2,13,7,15,8,3,11,29,67,140,12,1,0,9,1,110,80,0,1,1,32,9,30,1,7,5,10,3,2,0
Poland,2002,2001,1998/1999,1,,Not Global,,279,Poland (279),"Manufacturing (89), Services (190)",19,0,0,4,9,2,3,0,4,0,2,0,2,5,7,7,0,3,7,6,1,8,0,0,0,55,0,4,47,44,18,2,1,3,3,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2003,2002,,1,,Not Global,,108,Poland (108),Manufacturing (108),57,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2005,2004,2002,16,,Not Global,,576,"Dolnoslaskie (61), Kujawsko-Pomorskie (11), Lodzkie (54), Lubelskie (14), Lubuskie (5), Malopolskie (55), Mazowieckie (153), Opolskie (8), Podkarpackie (14), Podlaskie (6), Pomorskie (21), Slaskie (81), Swietokrzyskie (4), Warminsko-Mazurskie (4), Wielkopolskie (67), Zachodniopomorskie (18)","Manufacturing (347), Services (229)",72,0,0,6,88,1,1,1,11,0,2,0,3,6,1,93,0,1,51,2,0,6,2,0,0,62,0,17,34,57,31,2,0,6,2,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2009,2007,2004,6,8/2008 - 3/2009,Global,ECA,455,"Central (104), Eastern (88), North (58), Northwest (79), South (95), Southwest (31)","Manufacturing (152), Other Services (180), Retail (123)",31,0,0,5,18,4,6,1,3,0,3,0,12,12,2,24,0,3,10,3,0,7,1,1,0,52,0,17,50,123,21,0,0,8,2,18,0,10,0,0,0,0,0,0,0,0,0,0,0,8
Poland,2013,2011,2009,6,2/2013 - 11/2013,Global,ECA,542,"Central Region (159), Eastern Region (74), North-Western Region (80), Northern Region (51), South-Western Region (57), Southern Region (121)","Manufacturing (191), Other Services (203), Retail (148)",21,0,0,8,9,1,14,5,14,0,11,0,18,6,4,25,2,6,19,2,4,14,8,0,0,42,0,37,70,148,12,0,0,3,1,6,0,10,0,0,0,0,0,0,0,0,0,0,0,22
Poland,2019,2018,2016,7,12/2018 - 12/2019,Global,ECA,1369,"Center (137), East (162), Mazowieckie (222), North (204), Northwest (196), South (229), Southwest (219)","Fabricated Metal Products (130), Food (173), Furniture (156), Garments (122), Machinery & Equipment (125), Other Manufacturing (172), Other Services (255), Retail (110), Rubber & Plastics Products (126)",173,0,0,10,122,6,24,11,19,0,6,0,126,19,3,130,0,17,125,7,4,156,44,2,0,94,0,35,50,110,26,0,0,4,2,26,0,18,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2025,2024/2025,2022/2023,12,04/2024-04/2025,Global,ECA,1725,"Kujawsko-Pomorskie (PL61) and Pomorskie (PL63) (161), Lubelskie (PL81) and Podlaskie (PL84) (132), Makroregion Centralny (PL7) (145), Makroregion Po?udniowo-Zachodni (PL5) (180), Ma?opolskie (PL21) (154), Podkarpackie (PL82) (118), Region Mazowiecki Regionalny (PL92) (128), Region Warszawski Sto?eczny (PL91) (117), Warmi?sko-Mazurskie (PL62) (151), Wielkopolskie (PL41) (123), Zachodniopomorskie (PL42) and Lubuskie (PL43) (181), ?l?skie (PL22) (135)","Construction (244), Fabricated Metal Products (165), Food (191), Motor Vehicles (88), Other Manufacturing (288), Other Services (362), Professional Activities (179), Retail (208)",191,4,0,8,19,2,23,13,4,0,5,2,44,19,7,165,3,10,45,88,6,55,13,6,112,37,95,71,100,208,85,1,0,12,3,23,32,3,2,26,60,24,53,5,20,13,4,1,3,0
Portugal,2005,2004,2002,1,10/2004 - 2/2005,Not Global,,505,Portugal (505),"Manufacturing (132), Services (373)",19,0,0,17,5,4,14,4,19,0,6,0,2,9,4,3,1,2,12,4,1,6,0,0,0,59,0,35,29,82,12,2,0,8,2,51,0,5,0,0,0,0,0,0,0,0,0,0,0,88
Portugal,2019,2018,2016,6,11/2018 - 1/2020,Global,ECA,1062,"Alentejo (152), Algarve (145), Autonomous Region of the Azores & Autonomous Region of Madeira (148), Center (198), Lisbon Metropolitan Area (178), North (241)","Fabricated Metal Products (130), Food (140), Garments (133), Machinery & Equipment (129), Other Manufacturing (243), Other Services (166), Retail (121)",140,0,0,17,133,11,23,4,12,1,9,0,20,45,5,130,8,14,129,26,11,25,11,1,0,28,0,30,36,121,7,0,1,3,5,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2023,2022/2023,2020/2021,7,04/2023 - 02/2024,Global,ECA,1007,"Alentejo (101), Algarve (101), Autonomous Region of Madeira (122), Autonomous Region of the Azores (123), Center (157), Lisbon Metropolitan Area (170), North (233)","Construction (139), Fabricated Metal Products (75), Food (110), Garments (87), Hotels (120), Other Manufacturing (170), Other Services (191), Retail (115)",110,11,0,13,87,5,16,7,6,2,4,1,7,26,7,75,6,4,21,9,1,11,3,10,69,29,41,26,42,115,8,3,0,13,1,120,39,1,4,2,13,3,8,0,1,6,3,5,13,0
Romania,2002,2001,1998/1999,1,,Not Global,,168,Romania (168),"Manufacturing (73), Services (95)",18,0,0,5,1,2,8,1,3,0,4,0,3,2,3,12,0,1,6,0,2,2,0,0,0,20,0,5,12,29,5,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2005,2004,2002,17,,Not Global,,472,"Arad (17), Arges (3), Bacau  (1), Bihor (14), Braila (6), Bucuresti/Muntenia (68), Caras Severin (6), Cluj (78), Constanta (63), Dambovita (14), Ialomita (2), Iasi (90), Neamt (5), Prahova (53), Timis (43), Tulcea (2), Vaslui (7)","Manufacturing (341), Services (131)",101,0,1,5,84,4,1,3,4,0,12,0,1,4,1,66,0,4,40,1,0,7,2,0,0,25,0,13,17,38,15,0,1,2,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2009,2007,2004,8,9/2008 - 12/2008,Global,ECA,541,"Bucharest (115), Center (72), Northeast (68), Northwest (73), South Muntenia (56), Southeast (64), Southwest Oltenia (39), West (54)","Manufacturing (192), Other Services (197), Retail (152)",28,0,0,18,20,5,16,2,9,0,3,0,14,6,3,34,0,1,12,3,5,10,2,1,0,55,0,10,67,152,21,2,1,9,2,22,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2013,2011,2009,8,12/2012 - 10/2013,Global,ECA,540,"Bucuresti-Ilfov (114), Centru (74), Nord-Est (65), Nord-Vest (70), Sud (63), Sud-Est (64), Sud-Vest (42), Vest (48)","Manufacturing (175), Other Services (194), Retail (171)",25,0,0,5,31,4,14,4,7,0,3,0,9,9,4,16,3,5,19,1,3,7,4,0,0,54,0,27,53,171,21,0,0,9,3,18,0,8,0,0,0,0,0,0,0,0,0,0,0,3
Romania,2019,2018,2016,8,12/2018 - 6/2020,Global,ECA,814,"Bucharest-Ilfov (116), Centru (95), Macroregiunea patru (119), Nord-Est (94), Nord-Vest (80), Sud-Est (72), Sud-Muntenia (115), Vest (123)","Fabricated Metal Products (128), Food (137), Machinery & Equipment (91), Other Manufacturing (162), Other Services (168), Retail (128)",137,0,0,14,21,14,8,6,14,0,8,0,11,7,6,128,0,14,91,6,8,17,7,1,0,50,0,24,33,128,23,1,0,8,1,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2023,2022/2023,2020/2021,8,04/2023-01/2024,Global,ECA,947,"Bucharest-Ilfov (114), Centre (113), North East (137), North West (138), South East (117), South Mutenia (109), South West Oltenia (111), West (108)","Construction (142), Fabricated Metal Products (95), Food (122), Garments (109), Other Manufacturing (167), Other Services (201), Retail (111)",122,3,0,13,109,5,9,7,8,1,1,1,10,11,11,95,5,7,35,10,5,15,4,6,66,24,52,21,60,111,45,4,1,4,3,7,21,2,0,11,1,3,9,0,7,1,1,0,0,0
Russian Federation,2002,2001,1998/1999,1,,Not Global,,330,Russia (330),"Manufacturing (108), Services (222)",30,0,0,3,3,0,3,2,10,0,8,0,3,7,3,4,0,2,9,3,2,12,3,1,0,65,0,4,47,59,8,0,2,13,3,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,2005,2004,2002,6,,Not Global,,399,"Central (189), North-West (55), Siberia (27), South (43), Ural (36), Volgo-Vyatskiy (49)","Manufacturing (132), Services (267)",23,0,0,6,13,0,4,1,7,0,7,0,6,10,0,8,2,2,10,5,1,22,3,2,0,72,0,17,61,71,18,1,1,4,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,2009,2007,2004,7,9/2008 - 3/2009,Global,ECA,1004,"Central (437), Far East (100), North-West (115), Siberia (79), South (82), Ural (55), Volgo-Viatsky (136)","Basic Metals & Metal Products (107), Chemicals & Chemical Products (92), Food (150), Garments (109), Machinery & Equipment (103), Other Manufacturing (147), Other Services (182), Retail (114)",150,0,2,11,109,8,15,3,11,1,92,0,16,20,12,95,3,18,103,2,9,20,8,0,0,56,0,24,48,114,9,3,1,10,6,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,2012,2010,2008,37,8/2011 -  6/2012,Global,ECA,4220,"Belgorod Region (120), Chelyabinsk Region (79), Irkutsk Region (131), Kaliningrad Region (122), Kaluga Region (121), Kemerovo Region (124), Khabarovsk Territory (122), Kirov Region (134), Krasnodar Territory (88), Krasnoyarsk Territory (89), Kursk Region (87), Leningrad Region (121), Lipetsk Region (120), Moscow City (123), Moscow Region (120), Murmansk Region (120), Nizhni Novgorod Region (82), Novosibirsk Region (123), Omsk Region (120), Perm Territory (120), Primorsky Territory (120), Republic Of Bashkortostan (106), Republic Of Mordovia (120), Republic Of Sakha (Yakutia) (92), Republic Of Tatarstan (120), Rostov Region (120), Saint Petersburg (122), Samara Region (120), Smolensk Region (71), Stavropol Territory (120), Sverdlovsk Region (120), Tomsk Region (122), Tver Region (120), Ulyanovsk Region (120), Volgograd Region (120), Voronezh Region (121), Yaroslavl Region (120)","Chemicals, Plastics & Rubber (244), Construction (455), Electronics & Communications Equip. (193), Fabricated Metal Products (147), Food (130), Hotels & Restaurants (140), IT & IT Services (141), Machinery & Equipment (133), Non-Metallic Mineral Products (107), Other Manufacturing (260), Other Services (288), Retail (454), Transport, Storage, & Communications (89), Wholesale (1268), Wood Products & Furniture (171)",127,0,0,14,37,4,79,17,105,6,112,0,131,105,18,147,12,106,132,14,19,92,94,2,0,440,0,137,1259,452,56,2,0,83,91,137,0,135,0,0,0,0,0,0,0,0,0,0,0,55
